PlantName,PlantKey,Technology,City,State,ZipCode,Capacity_MW,Lat,Long,2023_CO2_Emissions,2023_NOX_Emissions,2023_SO2_Emissions,2023_CO2_Rate,2023_NOX_Rate,2023_SO2_Rate,FuelType,HeatRate_MBTU,2023_Net_Generation_Mwh
Adams Solar Plant,74208,Solar,Piedmont,SC,29673,2.0,34.694530,(82.528090),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adams Solar Plant (CEI),25127,Solar,Gettysburg,PA,17325,80.0,39.884390,(77.156420),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adams Solar Project,15386,Solar,Adams,MA,01220,1.1,42.646300,(73.101040),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adams Solar Project - (Allco),25066,Solar,Lebanon,CT,06249,1.0,41.655630,(72.160760),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adams Wind Farm,7813,Wind Turbine,Adams,MN,55909,23.3,43.536727,(92.732259),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Adams Wind Farm (Wind IX Iowa Project),19972,Wind Turbine,Corning,IA,,150.0,40.920000,(94.671670),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Adams Wind Generation,13009,Wind Turbine,Cosmos,MN,56228,20.0,44.918960,(94.722147),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Adelaide Wind Energy Centre,10635,Wind Turbine,Adelaide Metcalfe,,,59.9,43.014890,(81.714590),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Adelaide Wind Power Project,15815,Wind Turbine,Adelaide Metcalfe,,,40.0,43.035396,(81.700893),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Adelanto I Solar Farm,19312,Solar,Adelanto,CA,92301,20.0,34.556290,(117.377670),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adelanto II Solar Farm,20779,Solar,Adelanto,CA,92301,7.0,34.556230,(117.377850),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adelanto Solar Farm (Clean Focus),21394,Solar,Adelanto,CA,92301,3.8,34.549130,(117.467390),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adelanto Solar Project,15335,Solar,Adelanto,CA,92301,6.8,34.547720,(117.440260),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adera Solar Farm,21870,Solar,Chowchilla,CA,93610,19.0,37.118680,(120.324790),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adirondack Solar Project,57719,Solar,Ellenburg Center,NY,12934,1.1,44.896970,(73.844270),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adkins Community Solar Project,22165,Solar,Adkins,TX,78101,1.0,29.362200,(98.233440),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adkins Energy Cogen Power Plant,18547,Gas Turbine,Lena,IL,61048,5.0,42.363370,(89.805880),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Adkins Energy Steam Plant,61475,Steam Turbine,Lena,IL,61048,1.8,42.363370,(89.805880),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Adobe Fuel Cell Project,14815,Fuel Cell,San Jose,CA,95110-6000,1.2,37.330850,(121.894000),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Adobe Solar Project (Cygnus Solar),16002,Solar,Bakersfield,CA,93307,20.0,35.105300,(118.954210),NA,NA,NA,NA,NA,NA,Solar,NA,NA
ADP Parsippany Solar Project,123602,Solar,Parsippany,NJ,07054-2815,1.5,40.856080,(74.414080),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Adrian,1298,Internal Combustion,Adrian,MN,56110,2.0,43.637100,(95.932825),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Adrian Energy Associates LLC,1299,Internal Combustion,Adrian,MI,49221,2.4,41.891129,(83.992968),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Advance Stores Company Solar Project,21541,Solar,Enfield,CT,06082,1.0,42.011010,(72.515260),NA,NA,NA,NA,NA,NA,Solar,NA,NA
AE Hunlock 4,206,Gas Turbine,Hunlock Creek,PA,18621,50.5,41.202972,(76.068483),NA,NA,NA,NA,NA,NA,Gas,NA,NA
AE Israel Solar Farm (FLS Solar 200),17797,Solar,Lumberton,NC,28358,4.3,34.581181,(78.944408),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Aegis CSG Solar Project,57538,Solar,Canandaigua,NY,14424,2.0,42.766010,(77.343840),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Aeolus Wind PEI,8222,Wind Turbine,Tignish,,,3.0,47.036830,(64.005000),NA,NA,NA,NA,NA,NA,Wind,NA,NA
AEP Charleston NaS Battery Storage,21133,Battery,Charleston,WV,25387,1.2,38.375950,(81.692470),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
AEP Churubusco NaS Battery Storage System,21135,Battery,Churubusco,IN,46723,2.0,41.232250,(85.314500),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
AEP Delta Junction Wind Farm,14231,Wind Turbine,Delta Junction,AK,99737,1.9,64.027303,(145.721991),NA,NA,NA,NA,NA,NA,Wind,NA,NA
AERA San Ardo Cogeneration,1301,Gas Turbine,San Ardo,CA,93450,3.0,35.952094,(120.852034),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Aero Haven Solar Project,57812,Solar,Marlton,NJ,08053,2.6,39.819720,(74.894700),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Aero Solar Facility,82151,Solar,Burlington,KY,41005,2.0,39.030010,(84.660450),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Aerojet II Solar Project,16384,Solar,Rancho Cordova,CA,95742,2.2,38.609190,(121.168190),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Aerojet Solar Project,13008,Solar,Rancho Cordova,CA,95742,3.0,38.613580,(121.163360),NA,NA,NA,NA,NA,NA,Solar,NA,NA
AES Daigle Solar Project,107047,Solar,Fort Kent,ME,04743,5.0,47.277880,(68.571310),NA,NA,NA,NA,NA,NA,Solar,NA,NA
AES Energy Solutions (Walpole),39685,Solar,Walpole,MA,02081,2.0,42.132770,(71.271400),NA,NA,NA,NA,NA,NA,Solar,NA,NA
AES Kekaha (PMRF) Battery Storage Project,108065,Battery,Kekaha,HI,96752,14.0,21.995910,(159.760070),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
AES Kekaha (PMRF) Solar Project,24522,Solar,Kekaha,HI,96752,14.0,21.995910,(159.760070),NA,NA,NA,NA,NA,NA,Solar,NA,NA
AES Pelletier Solar Project,105321,Solar,Fort Kent,ME,04743,4.0,47.235500,(68.618300),NA,NA,NA,NA,NA,NA,Solar,NA,NA
AES Tonawanda Solar Plant,50943,Solar,Tonawanda,NY,14150,2.0,42.998990,(78.886500),NA,NA,NA,NA,NA,NA,Solar,NA,NA
AES Waikoloa Battery Storage Project,107165,Battery,Waikoloa,HI,96738,30.0,19.904830,(155.765390),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
AFA Solar Farm,12349,Solar,US Air Force Academy,CO,80840,5.5,38.957900,(104.806630),NA,NA,NA,NA,NA,NA,Solar,NA,NA
AG Land Wind 1-6,18245,Wind Turbine,McCallsburg,IA,50154,9.6,42.145512,(93.431951),NA,NA,NA,NA,NA,NA,Wind,NA,NA
AGA TAG Solar III Farm,55948,Solar,Spartanburg,SC,29303,2.0,34.996470,(82.042100),NA,NA,NA,NA,NA,NA,Solar,NA,NA
AGA TAG Solar IV Project,50844,Solar,Leland,NC,28451-9820,4.8,34.274520,(78.060460),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Agassiz Beach LLC,1324,Wind Turbine,Ulen,MN,56585,1.9,47.005160,(96.435490),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Agate Bay Solar Project (OR Solar 2),22305,Solar,Eagle Point,OR,97524,10.0,42.522130,(122.833540),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Agave Solar Plant,111063,Solar,Arlington,AZ,85322,150.0,33.325150,(112.839670),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Agawam Avenue (Landfill) Solar Project,23098,Solar,West Springfield,MA,01089,1.8,42.093340,(72.597280),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Agawam Landfill Solar,17392,Solar,Agawam,MA,01001,1.5,42.081057,(72.614137),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Agawam Solar & Storage Project,105265,Solar,Feeding Hills,MA,01030,5.7,42.059620,(72.690560),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Aggregate & Hot Mix Solar Facility,15575,Solar,Coalinga,CA,93210,1.2,36.208498,(120.309623),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Agnews Cogeneration,1327,Combined Cycle,San Jose,CA,95134,31.8,37.411150,(121.927180),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Agricenter Solar Plant,16059,Solar,Memphis,TN,38120,1.0,35.132158,(89.812254),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Agriculture Capital - Legacy Packing Solar Project,122301,Solar,Dinuba,CA,93618,1.6,36.492810,(119.468910),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Agrilectric Power Partners,1328,Steam Turbine,Lake Charles,LA,70615,11.1,30.201140,(93.126600),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
AgriReNew Biomass Plant,17817,Internal Combustion,New Liberty,IA,52765,1.0,41.694064,(90.861546),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
AgriWind,9551,Wind Turbine,Tiskilwa,IL,61368,8.4,41.301667,(89.623611),NA,NA,NA,NA,NA,NA,Wind,NA,NA
AGT000 Stevens Creek Fuel Cell,57700,Fuel Cell,Santa Clara,CA,95051,2.2,37.325450,(122.000170),NA,NA,NA,NA,NA,NA,Gas,NA,NA
AGT001 Centerville Fuel Cell Project,57699,Fuel Cell,Wilmington,DE,19805,1.3,39.758050,(75.620730),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Agua Mansa CT,7735,Gas Turbine,Colton,CA,92324,43.0,34.041568,(117.360584),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Agua Mansa Solar Farm (Colton Solar Two),20798,Solar,Colton,CA,92324,1.0,34.042440,(117.361520),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Aguasabon,8175,Hydraulic Turbine,Thunder Bay,,,45.0,48.786682,(87.161005),NA,NA,NA,NA,NA,NA,Water,NA,NA
Ahern Community Solar Project,97000,Solar,Morris,IL,60450,2.0,41.301600,(88.388270),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Ah-Sin-Heek,8409,Internal Combustion,Bella Coola,,,6.6,52.358470,(126.719010),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Aidlin Geothermal,1335,Geothermal,Cloverdale,CA,95425,20.0,38.833540,(122.880850),NA,NA,NA,NA,NA,NA,Geothermal,NA,NA
Ainsworth Wind Energy Facility,880,Wind Turbine,Ainsworth,NE,69210,59.4,42.448652,(99.892073),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Air Liquide Canada Scotford ALS1 Change Plant,27659,Gas Turbine,Fort Saskatchewan,,,9.9,53.797780,(113.086590),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Air Liquide Scotford,8999,Gas Turbine,Fort Saskatchewan,,,80.0,53.798900,(113.084620),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Air Products Port Arthur Plant,5621,Combined Cycle,Port Arthur,TX,77640,174.8,29.867640,(93.967280),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Air Products Solar (Trexlertown Solar),14837,Solar,Allentown,PA,18106,1.9,40.555990,(75.594230),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Airport 009239 SCS Lexington Solar Farm,96970,Solar,Lexington,NE,68850,1.0,40.785410,(99.768060),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Airport 1 Solar (DIA),21553,Solar,Denver,CO,80249,1.5,39.899680,(104.674330),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Airport Industrial,5720,Internal Combustion,Pueblo,CO,81001,10.0,38.284209,(104.533104),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Airport Road Solar Project,82152,Solar,New Hampton,NY,10958,3.4,41.428160,(74.397740),NA,NA,NA,NA,NA,NA,Solar,NA,NA
AIS Solar Project,23746,Solar,Leominster,MA,01453,2.5,42.501900,(71.737760),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Ajax Cogeneration Facility (Index),20842,Steam Turbine,Ajax,,,25.1,43.847700,(79.024540),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Ajax Solar Farm,25423,Solar,West Bridgewater,MA,02379,3.8,42.020370,(71.059540),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Ajax Solar Project,21253,Solar,Shannon,NC,28386,4.9,34.830910,(79.121340),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Ajo Solar Project,15448,Solar,Ajo,AZ,85321,4.5,32.367300,(112.831360),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Akolkolex,1337,Hydraulic Turbine,Revelstoke,,,10.0,50.822770,(118.029620),NA,NA,NA,NA,NA,NA,Water,NA,NA
Akulivik,1340,Steam Turbine,Akulivik,,,2.0,60.807210,(78.199860),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Alabama River Pulp Company,1343,Steam Turbine,Vredenburgh,AL,36481,48.5,31.582584,(87.489763),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Alakanuk,1344,Internal Combustion,Alakanuk,AK,99554,0.8,62.683300,(164.654400),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Alakanuk IC,14025,Internal Combustion,Bethel,AK,99559,2.0,60.870940,(162.512448),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Alameda,1345,Gas Turbine,Alameda,CA,94501,49.8,37.788810,(122.289205),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Alameda Solar Center,18388,Solar,Ontario,OR,97914,10.0,43.985010,(116.985009),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alamo,1346,Hydraulic Turbine,Lancaster,CA,93536,17.0,34.815430,(118.685910),NA,NA,NA,NA,NA,NA,Water,NA,NA
Alamo Solar Project (Helendale),19223,Solar,Oro Grande,CA,92368,20.0,34.688420,(117.345710),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alamogordo Solar PV Plant,15362,Solar,Alamogordo,NM,88310,4.9,32.865690,(105.999780),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alamosa,1347,Gas Turbine,Alamosa,CO,81101,35.0,37.459450,(105.894840),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Alamosa Solar,7997,Solar,Mosca,CO,81146,7.7,37.690300,(105.878610),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alamosa Solar Generating Project-Cogentrix,14290,Solar,Alamosa,CO,81101,30.0,37.602722,(105.952405),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alamosa Solar South CSG Project,63076,Solar,Alamosa,CO,81101,1.6,37.452630,(105.860380),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alamosa WTP Solar,12516,Solar,Alamosa,CO,81101,0.5,37.462360,(105.851070),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Albany Landfill,1350,Internal Combustion,Albany,NY,12205,5.9,42.704364,(73.851148),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Albany Medical Ctr Cogen Plant,21505,Gas Turbine,Albany,NY,12208,9.7,42.654830,(73.777850),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Albemarle District Jail,12518,Internal Combustion,Elizabeth City,NC,27909,1.1,36.357370,(76.306858),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Albemarle Hospital Unit,10164,Internal Combustion,Albemarle,NC,28001,1.8,35.364184,(80.193347),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Albemarle Prime Power Park,10163,Internal Combustion,Albemarle,NC,28001,3.6,35.407210,(80.151890),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Albemarle Solar Center,17580,Solar,Kinston,NC,28501,5.0,35.291458,(77.560124),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Albeni Falls,1353,Hydraulic Turbine,Old Town,ID,83822,42.0,48.180252,(116.998837),NA,NA,NA,NA,NA,NA,Water,NA,NA
Albercas Wind Energy Project (Javelina 2),22490,Wind Turbine,Bruni,TX,78344,200.0,27.435040,(98.903650),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Albert Einstein College of Medicine,43207,Internal Combustion,Bronx,NY,10461,8.4,40.850330,(73.845690),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Alberta Hospital Edmonton,8483,Steam Turbine,Edmonton,,,2.5,53.636450,(113.376550),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Alberta Hospital Ponoka,8489,Steam Turbine,Ponoka,,,1.7,52.650540,(113.571500),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Alberta Pacific,9001,Internal Combustion,Grassland,,,2.3,54.923610,(112.865370),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Alberta Solar One Project,23261,Solar,Burdett,,,10.5,49.840320,(111.570080),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Albertson Solar Farm,20265,Solar,Albertson,NC,28508,5.0,35.095620,(77.802570),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Albertsons at Melrose Park,74411,Solar,Franklin Park,IL,60131,1.9,41.917090,(87.855950),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Albertville,1355,Internal Combustion,Guntersville,AL,35951,3.6,34.359321,(86.222910),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Albuquerque Solar Energy Center (Reeves),13549,Solar,Albuquerque,NM,87109,2.0,35.168932,(106.600385),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alcalde Solar Array Project,52426,Solar,Alcalde,NM,,2.4,36.091160,(106.040900),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alcona,1358,Hydraulic Turbine,Glennie,MI,48737,8.0,44.562068,(83.804505),NA,NA,NA,NA,NA,NA,Water,NA,NA
Alcova,1359,Hydraulic Turbine,Alcova,WY,82620,41.4,42.548457,(106.717506),NA,NA,NA,NA,NA,NA,Water,NA,NA
Alden Road Harvard Solar Project,24720,Solar,Harvard,IL,60033,2.0,42.401030,(88.504860),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alden Solar CSG Project,58995,Solar,Greeley,CO,80631,1.6,40.456330,(104.581100),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alden Solar Project,24507,Solar,Alden,NY,14004,2.5,42.932320,(78.564920),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alder,1360,Hydraulic Turbine,Yelm,WA,98597,50.4,46.801210,(122.310440),NA,NA,NA,NA,NA,NA,Water,NA,NA
Alderville First Nation Solar Project,15740,Solar,Alnwick/Haldimand,,,5.0,44.193270,(78.095050),NA,NA,NA,NA,NA,NA,Solar,NA,NA
ALDI DC 2 Solar Project,39645,Solar,South Windsor,CT,06074,1.2,41.861060,(72.589640),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alexander,1361,Hydraulic Turbine,Merrill,WI,54452,4.2,45.187844,(89.754851),NA,NA,NA,NA,NA,NA,Water,NA,NA
Alexander Falls,8176,Hydraulic Turbine,Thunder Bay,,,69.0,49.135340,(88.358424),NA,NA,NA,NA,NA,NA,Water,NA,NA
Alexander Wind Farm (Rush County Wind),17660,Wind Turbine,Alexander,KS,67513,50.7,38.435371,(99.539223),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Alexandria,1362,Internal Combustion,Alexandria,MN,56308,8.2,45.888939,(95.379650),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Alexis Solar Plant,46376,Solar,Encino,TX,78353,9.5,26.889000,(98.233000),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alfred Concession Road 7 Solar Project,14556,Solar,Alfred and Plantaget Township,,,10.0,45.538918,(74.887996),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alfred Solar Energy Project,16582,Solar,Alfred and Plantaget Township,,,10.0,45.551984,(74.917531),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Algar SAGD Cogeneration Plant,14729,Gas Turbine,Wood Buffalo,,,13.1,56.113900,(111.713610),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Algona,1365,Internal Combustion,Algona,IA,50511,16.1,43.073480,(94.239880),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Alhambra Solar,10100,Solar,Alhambra,CA,91803,0.2,34.079810,(118.153360),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alice Falls Hydroelectric Project,1366,Hydraulic Turbine,Keeseville,NY,12911,2.2,44.519536,(73.464675),NA,NA,NA,NA,NA,NA,Water,NA,NA
Alicea Battery Storage Plant,107404,Battery,Southbridge,MA,01550,1.5,42.073970,(72.000140),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Alicea Solar Hybrid Project,57829,Solar,Southbridge,MA,01550,2.0,42.073970,(72.000140),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Aliso Viejo Solar,10028,Solar,Aliso Viejo,CA,92656-2887,0.1,33.572930,(117.725690),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alite Wind Facility,11046,Wind Turbine,Mojave,CA,93501,24.0,35.036708,(118.338032),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Alkali Solar Project,55812,Solar,Silver Lake,OR,97638,10.0,43.319420,(121.003500),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Allakaket,1368,Internal Combustion,Allakaket,AK,99720,0.4,66.564130,(152.650820),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Allard Solar Farm,19764,Solar,Hadley,MA,01035,2.0,42.351890,(72.538540),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Allatoona,1369,Hydraulic Turbine,Cartersville,GA,30121,72.0,34.163230,(84.728488),NA,NA,NA,NA,NA,NA,Water,NA,NA
Allegany (Station 133),1370,Combined Cycle,Rossburg,NY,14536,60.0,42.503210,(78.068480),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Allegany County Solar - Twin Tier,20119,Solar,Houghton,NY,14744,2.0,42.427530,(78.156390),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Allegany County Solar 1,23709,Solar,Cumberland,MD,21502,1.0,39.588010,(78.748140),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Allegany County Solar 2,23710,Solar,Cumberland,MD,21502,1.0,39.594400,(78.822060),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Allegheny 5,1373,Hydraulic Turbine,Leechburg,PA,15656,10.0,40.682929,(79.665312),NA,NA,NA,NA,NA,NA,Water,NA,NA
Allegheny 6,1374,Hydraulic Turbine,Ford City,PA,16226,12.0,40.716042,(79.576866),NA,NA,NA,NA,NA,NA,Water,NA,NA
Allegheny 8 (Torrent Hydro),1375,Hydraulic Turbine,Templeton,PA,16210,13.6,40.897031,(79.479019),NA,NA,NA,NA,NA,NA,Water,NA,NA
Allegheny 9 (Torrent Hydro),1376,Hydraulic Turbine,Cowansville,PA,16218,17.8,40.956110,(79.550890),NA,NA,NA,NA,NA,NA,Water,NA,NA
Allegheny Energy Units 1 and 2 (Springdale),1371,Gas Turbine,Springdale,PA,15144,98.3,40.546328,(79.768665),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Allegheny Energy Units 12 & 13 (Chambersburg),725,Gas Turbine,Chambersburg,PA,17202,99.0,39.866844,(77.686392),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Allegheny Energy Units 8 and 9 (Gans Plant),1372,Gas Turbine,Lake Lynn,PA,15451,97.9,39.747660,(79.838920),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Allendale Biomass Plant (Pinelands),14822,Steam Turbine,Fairfax,SC,29827,19.9,33.000033,(81.283300),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Allendorf 2,7687,Wind Turbine,Sibley,IA,51249,5.8,43.405030,(95.651160),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Allens Falls (West Branch St. Regis River Hydroelectric Project),1378,Hydraulic Turbine,Potsdam,NY,13676,5.0,44.660320,(74.860260),NA,NA,NA,NA,NA,NA,Water,NA,NA
Allenwood (PPLRE Lycoming County Landfill Project),16482,Internal Combustion,Montgomery,PA,17752,3.2,41.151273,(76.918798),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Allergan Battery Storage Project,57662,Battery,Tehachapi,CA,93561,1.5,35.085330,(118.354540),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Alliant SBD 8602 Marion Sub,1383,Internal Combustion,Cedar Rapids,IA,52302,5.6,42.028810,(91.597258),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Alliant SBD 9106 Rockwell CR,1385,Internal Combustion,Cedar Rapids,IA,52402,16.0,42.033791,(91.646683),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Alliant SBD 9205  A Y McDonald,1389,Internal Combustion,Dubuque,IA,52002,3.6,42.490428,(90.745748),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Alliant SBD 9206 Donaldson,1390,Internal Combustion,Cresco,IA,52136,1.6,43.374444,(92.133056),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Alliant SBD 9301 Swiss,1391,Internal Combustion,Dubuque,IA,52001,3.5,42.530540,(90.684660),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Alliant SBD 9403 Aegon DC,1395,Internal Combustion,Cedar Rapids,IA,52404,4.1,41.911090,(91.654490),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Allie Solar Project,96245,Solar,Renville,MN,56284,1.0,44.788730,(95.200040),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Allied Beverages Elizabeth,57562,Solar,Elizabeth,NJ,07201,3.2,40.665700,(74.175090),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Allis Medina Solar,45072,Solar,Medina,NY,14103,5.0,43.220750,(78.360190),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Allison Creek Hydro Project,18784,Hydraulic Turbine,Valdez,AK,99686,6.5,61.080240,(146.354560),NA,NA,NA,NA,NA,NA,Water,NA,NA
Allium Community Solar Garden,47883,Solar,Paynesville,MN,56362,1.0,45.402820,(94.724510),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Almonte (Brian J. Gallagher),8857,Hydraulic Turbine,Mississippi Mills,,,5.0,45.225530,(76.199000),NA,NA,NA,NA,NA,NA,Water,NA,NA
Almonte Solar Project (Beckwith),13958,Solar,Mississippi Mills,,,10.0,45.166170,(76.143450),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Aloha Solar Energy Fund 1 PK1,16013,Solar,Waianae,HI,96792,5.0,21.406940,(158.151390),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Aloha Solar Energy Fund II Solar Project,23577,Solar,Kapolei,HI,96707,5.0,21.303670,(158.059080),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alouette,1403,Hydraulic Turbine,Maple Ridge,,,9.0,49.371080,(122.313380),NA,NA,NA,NA,NA,NA,Water,NA,NA
Alpaca Gas Project,20029,Internal Combustion,Canton,PA,17724,20.4,41.662860,(76.806530),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Alpaugh 50 Solar Project,13686,Solar,Alpaugh,CA,93219,50.0,35.895280,(119.441900),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alpaugh North Solar Project,13688,Solar,Alpaugh,CA,93219,20.0,35.902500,(119.442780),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Alpha Ridge Landfill,14003,Internal Combustion,Marriottsville,MD,21104-1502,1.0,39.306808,(76.909243),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Alpha Value Solar,25316,Solar,Hertford,NC,27944,5.0,36.157660,(76.490040),NA,NA,NA,NA,NA,NA,Solar,NA,NA
